network_id,small_omega_mean,small_omega_lowerCI,small_omega_upperCI,anisotropy_index_mean,anisotropy_index_lowerCI,anisotropy_index_upperCI,mean_pairwise_similarity_mean,mean_pairwise_similarity_lowerCI,mean_pairwise_similarity_upperCI
mangal_929,0.6207386655456214,0.6207382973018342,0.6207390364041955,0.9710583959363137,0.9710570566029783,0.9710597544849218,0.7682993665985863,0.7682927379555152,0.7683060452011156
mangal_1384,0.5963390782965977,0.5963389250540557,0.5963392330720502,0.9769549395932124,0.9769546536555441,0.9769552302125827,0.8605322704452127,0.8605298356764631,0.8605347497242556
mangal_1388,0.600068479225146,0.6000682577550346,0.6000687008313608,0.9726533967792856,0.9726529344205007,0.9726538599989318,0.8281563673106644,0.8281531010729694,0.8281595588743141
mangal_1387,0.6006495303226491,0.6006491992621702,0.6006498589171682,0.9805359690474099,0.980535096394231,0.9805368224714798,0.8309244209753955,0.8309201030465534,0.8309287633659355
mangal_1361,0.6134857886988029,0.6134856672167649,0.613485912359728,0.9685412447672714,0.9685409741329262,0.9685415172277362,0.821468827263484,0.8214672202114708,0.8214704087183623
mangal_1389,0.5611721243096754,0.5611716107377211,0.5611726482715123,0.9779582043810006,0.9779563513001015,0.9779600300131677,0.8064662060055249,0.8064529402643852,0.8064794412364381
mangal_1407,0.6095308833162871,0.6095304391961099,0.609531339130627,0.9750117534181281,0.9750111739188166,0.975012333106961,0.855599821435355,0.8555950598882378,0.8556045738074879
mangal_1321,0.5714776438422157,0.5714765960257565,0.5714787207026506,0.9725991177061696,0.9725964237686866,0.9726018015060461,0.8088163357525584,0.8087950956737285,0.8088374260909889
mangal_1393,0.5874244572815439,0.5874235138457763,0.5874253820905617,0.976551909853139,0.976549401184767,0.9765544432744909,0.8044899809475077,0.8044721306617438,0.8045079667139596
mangal_1345,0.6145155281877921,0.6145153835001407,0.6145156710907766,0.9637269064582705,0.9637266381239645,0.9637271689884339,0.8298588658374383,0.8298574605914478,0.8298602439061136
mangal_1402,0.6161649558449849,0.6161647970018471,0.6161651154636139,0.9835065002737864,0.983506242772332,0.9835067600438345,0.8552953861228842,0.8552939746501311,0.8552968085845398
mangal_1346,0.6109733856814379,0.6109732012556425,0.6109735703423511,0.9719235307833562,0.9719231322094991,0.9719239282870171,0.8145089221654892,0.8145066320818305,0.8145111699127779
mangal_1365,0.610835189910157,0.6108343789671717,0.6108359879710011,0.9708882411540648,0.9708873364100588,0.9708891660279673,0.8508859716625398,0.8508788858984493,0.8508930819430812
mangal_1404,0.5853826972999135,0.5853823134228037,0.5853830760616601,0.9807092957503115,0.9807085323776846,0.9807100389341342,0.8750496523896593,0.8750416669965527,0.8750574039012645
mangal_1323,0.6268810802995988,0.6268809386538116,0.6268812201993681,0.9627122298189061,0.9627119787556137,0.9627124815693433,0.7924762444592615,0.7924750579565906,0.7924774108307893
mangal_1372,0.6078602586287161,0.6078595748645829,0.6078609386969066,0.9760523164283117,0.9760511180483944,0.9760535129918878,0.8433038765812235,0.8432956674439526,0.8433120421038522
mangal_1403,0.5870584694762744,0.587055913339617,0.5870610015578321,0.9770124304044667,0.9770047652442745,0.977020046016924,0.8389259656308592,0.8388671424255333,0.8389843188660743
mangal_1369,0.5952234543199796,0.5952232941438886,0.5952236140303672,0.9796928587958992,0.9796925876916723,0.9796931302767846,0.8666609201311608,0.8666591694003968,0.8666626662663582
mangal_1391,0.5990722876048484,0.5990720119352408,0.5990725622489227,0.9752479589751233,0.975247276524027,0.9752486106550882,0.8105467329465917,0.8105424118502553,0.8105509086591023
mangal_1343,0.623115911550912,0.6231157413323061,0.6231160814535709,0.9727228739773728,0.9727225688064517,0.9727231822295626,0.8238221225831944,0.8238203059738,0.8238239222856683
mangal_1342,0.5898939590947376,0.5898937584289408,0.5898941580351198,0.9736187390047335,0.9736183416621847,0.9736191381987994,0.834675245593191,0.8346722627235154,0.8346782415430644
mangal_1309,0.5697835151230699,0.5697829411701656,0.5697840922687603,0.9797548844791687,0.9797533013859644,0.9797564528499358,0.8302968343035222,0.830282744654891,0.8303107115387158
mangal_1299,0.5798555801870486,0.5798529330962631,0.5798582126799517,0.9821503829458201,0.982143161350308,0.9821575100139295,0.8606446870843445,0.8605730166603649,0.8607156949476935
mangal_1375,0.5768377842437583,0.5768371009473383,0.5768384574150337,0.9808732093969725,0.9808712062968976,0.9808751944824607,0.818242163179675,0.818226424683729,0.8182578109838567
mangal_1337,0.5863481629385506,0.5863464519288163,0.5863498969876036,0.9786869448013029,0.97868412417589,0.9786897048161433,0.8720819806894045,0.8720449953058619,0.8721182492788242
mangal_1428,0.5914430975598642,0.5914419102587063,0.5914442703235924,0.9704089280421605,0.970407235802859,0.9704105974082795,0.8279736797487868,0.8279577907163462,0.8279892716040103
mangal_1318,0.6179243148799582,0.6179241091069698,0.6179245197982298,0.9811174867472409,0.9811172069934943,0.9811177733469365,0.8579677860888176,0.8579665594382935,0.8579690225416139
mangal_1305,0.607679359837947,0.6076792198084728,0.607679501384805,0.9707234014715408,0.9707232108616373,0.9707235914249742,0.854860156970956,0.8548586012025949,0.8548617589992463
mangal_1301,0.5771416682460616,0.5771378802134046,0.5771455434455918,0.9744327548133573,0.9744224072089778,0.974442932881692,0.822696024573849,0.8226128263861987,0.8227780149862275
mangal_1322,0.597593768282782,0.5975936236122337,0.5975939120191914,0.9732712243636135,0.9732707904830422,0.9732716507150286,0.8077489929784597,0.8077465845367336,0.807751328640735
mangal_1385,0.5827177713968864,0.582716763449019,0.5827187575935059,0.9775630719910302,0.977560320681442,0.9775658663469897,0.8074181463095911,0.807398814937863,0.8074374311203903
mangal_1324,0.590385455619702,0.5903852136839928,0.5903856981195688,0.9742157560226757,0.9742151338485394,0.9742163802558825,0.8083532763224859,0.8083494177889149,0.8083571011897658
mangal_1295,0.6581252072827369,0.6581246828538072,0.6581257300977229,0.9815348494937157,0.9815343360033706,0.9815353508943041,0.8739032428015902,0.8739012479659004,0.8739052205753369
mangal_1327,0.5916361920991896,0.5916353074321813,0.5916370782257436,0.97121414238761,0.9712127398302345,0.9712155394776889,0.8206694430209865,0.8206591972268162,0.8206796932265965
mangal_1376,0.5195072880872399,0.5195065648408802,0.5195080199188435,0.9809841370036912,0.9809805652240752,0.9809877550347912,0.8123792714026769,0.8123443155233716,0.8124150145140988
mangal_1325,0.5904638289641888,0.590463648258544,0.5904640087039053,0.9738165921536539,0.973816075286855,0.973817102155947,0.8103039994820749,0.8103013596825543,0.8103065813934014
mangal_1319,0.6359632527646655,0.6359629255285612,0.6359635728797303,0.9892322608839039,0.9892319502489572,0.989232575056701,0.9098764543522685,0.9098747496451566,0.9098779494093082
mangal_1326,0.5880122280342991,0.5880117401519844,0.5880127195118215,0.9774287359536432,0.9774277185160388,0.9774297692116461,0.8487002093517337,0.8486909863900274,0.8487095520951853
mangal_1307,0.5841383320433999,0.5841380942781775,0.584138573477151,0.9780172173001668,0.9780165160407572,0.9780179237125252,0.8304640383283922,0.8304590846413273,0.8304689881821019
mangal_1341,0.6049580018025461,0.6049577996068207,0.6049582168410026,0.9758552442758346,0.9758548453044942,0.975855637351965,0.8575594094739172,0.8575560848969003,0.8575627510119186
mangal_1310,0.5696541343134567,0.5696540231620024,0.5696542458855628,0.9702525401446236,0.9702521649744732,0.9702529149997461,0.7982817940876146,0.7982795376472357,0.7982840894608647
mangal_1338,0.5961705309955572,0.5961703413422087,0.5961707157597097,0.9712459162151571,0.9712454617097513,0.9712463661302722,0.8256745248524556,0.8256714219232408,0.8256775934665688
mangal_1289,0.594966984618846,0.5949664437736392,0.5949675410869072,0.9789571953563158,0.9789561609784226,0.9789582104838607,0.8389768470347156,0.8389686278575724,0.8389849096145289
mangal_1302,0.5884020127262869,0.5884017574840574,0.588402268131722,0.9681333628521862,0.9681326450245805,0.9681340662838837,0.7955557561199045,0.7955512594499442,0.7955601673032439
mangal_1339,0.5781255866450277,0.5781253199643089,0.5781258539082157,0.9729632510238496,0.9729626170967031,0.9729639059378383,0.8267360859703855,0.8267312647509101,0.8267409971780726
mangal_1408,0.5977395206225224,0.5977392705275865,0.5977397666650418,0.9757405930702155,0.9757402309255587,0.9757409628872353,0.8842906551469708,0.8842868619236937,0.8842943143486635
mangal_1285,0.6056911843156773,0.6056908925134141,0.6056914701467946,0.9742579860375065,0.9742570200394557,0.9742589698749768,0.7844866335815358,0.784481887054345,0.7844913845808719
mangal_1415,0.5568268698377158,0.5568257852838074,0.5568279328697224,0.9805764600271191,0.9805730816967092,0.9805798216395251,0.8184777838202449,0.8184494785414701,0.8185057082209517
mangal_1348,0.5902433693649973,0.5902431314647425,0.5902436079020162,0.9770852135305996,0.9770847194011709,0.9770857033685257,0.8495226303892482,0.849518620830392,0.8495266364629235
mangal_1304,0.5999696456497012,0.5999694132449189,0.5999698867539572,0.9781832391037171,0.9781827164533242,0.9781837658035533,0.8219891493154403,0.8219862386440923,0.8219920911904115
mangal_1655,0.6119082002429926,0.6119070885872289,0.6119092876475488,0.9678846021748408,0.9678834641665585,0.9678857540870094,0.8678896327047186,0.867880667037471,0.8678988166867305
mangal_5015,0.5670101138536148,0.5670081458301445,0.5670121210610161,0.9790300027664123,0.9790226797597483,0.979037582203831,0.8330073519565764,0.8329407509079255,0.8330755848353737
mangal_5016,0.5078325421248913,0.5078320623973366,0.5078330276844811,0.9788329456167433,0.9788296576190869,0.9788362134519741,0.8097958487626942,0.8097732542099684,0.8098186583182322
mangal_5017,0.5706291068744941,0.5706278977710996,0.5706303114075861,0.9761478371295542,0.9761448775088599,0.9761508398172136,0.8208702266420581,0.8208441865758263,0.8208964743538182
mangal_5018,0.5577785487617252,0.5577766152051613,0.5577805591325214,0.9801086246380103,0.980102619439686,0.9801146527127526,0.8400389932823249,0.8399818810429618,0.8400953248595173
mangal_5019,0.5595565382423378,0.5595557367481705,0.5595573449453504,0.9808391506109223,0.9808360385551178,0.9808422612361717,0.8203501833956025,0.8203290589389186,0.8203710523234834
mangal_5020,0.517687330884092,0.5176866494414627,0.5176880018459123,0.9791796232728978,0.9791754137399197,0.9791838633267017,0.8032388561350321,0.8032008490188204,0.8032765199944878
mangal_5021,0.5440718343696478,0.5440700780366827,0.544073584036866,0.979797508023761,0.9797919095032641,0.9798029366968396,0.8264213750069098,0.8263663888511089,0.8264774805459076
mangal_5022,0.5509914450141212,0.5509910753502765,0.5509918013815401,0.9777973530164042,0.9777956297271557,0.9777990611527022,0.7951698825416055,0.7951590172315982,0.7951807053432436
mangal_5023,0.5581158065436524,0.5581152693997158,0.5581163273976983,0.9755830092298381,0.9755810778868055,0.9755848815142373,0.8143580876829686,0.8143439584889846,0.8143720507837332
mangal_5024,0.5551378753946576,0.5551367076878789,0.5551390305361825,0.9779965612461646,0.9779928887902715,0.9780002966468296,0.8164346952662345,0.8164032042643776,0.81646606782461
mangal_5025,0.5608182440984556,0.5608167139349993,0.5608198079799885,0.9809575774097045,0.9809534306824103,0.9809616950963475,0.8364538580633096,0.8364130013995527,0.8364941641271756
mangal_5026,0.5497447409311675,0.5497431866403841,0.5497462897948814,0.9790716284674192,0.9790662067065167,0.9790771238680994,0.8257695929725344,0.8257240943192918,0.8258150737425346
mangal_5116,0.6325038543691279,0.6325035833797353,0.6325041228132509,0.9661510313255044,0.9661506516825815,0.966151413522033,0.8193781128573524,0.819376454723716,0.8193797586491293
mangal_5119,0.6222977294190751,0.6222976077650482,0.622297851974981,0.9702408385682599,0.970240615864764,0.9702410617235232,0.8207677329436663,0.8207666062459166,0.820768873586168
mangal_5120,0.5936399501783168,0.5936398102121216,0.5936400896689737,0.9787602906831016,0.9787599495077658,0.9787606292164795,0.8252265462276069,0.825224429768568,0.8252286644073638
mangal_5123,0.6091668229915331,0.6091665314263109,0.6091671218023086,0.9862626914061428,0.9862620866815652,0.9862632979641559,0.8514184534958389,0.8514146990309287,0.8514222473151608
mangal_5125,0.6062261198060468,0.6062258615314499,0.6062263789734393,0.9681349701041416,0.9681343261038615,0.968135634733017,0.7834824274447894,0.7834790678125279,0.7834857981992202
mangal_5126,0.6155296604674751,0.6155295771472036,0.6155297446989352,0.9734107031452464,0.9734105074232128,0.9734109011415032,0.8051606055579709,0.8051597763828839,0.8051614484670832
mangal_5127,0.6118286957419592,0.6118285120596977,0.6118288857580592,0.9658017266239866,0.965801359607196,0.9658020897514089,0.808807316218557,0.8088048439713685,0.8088097638697296
mangal_5128,0.6506774227655557,0.6506768717657883,0.6506779621228546,0.9738971375768672,0.9738963476738846,0.9738979426384449,0.8347792010314834,0.8347766913215604,0.8347816870768914
mangal_5132,0.593956859456047,0.5939567279462784,0.5939569886992603,0.9744329640102692,0.9744326481348984,0.9744332805361736,0.8265858787544603,0.8265838334209217,0.826587914072097
mangal_5134,0.5983311913073645,0.5983309497565813,0.5983314313383613,0.9890669940599195,0.9890665354971845,0.9890674506563255,0.8675488328802794,0.8675456821723592,0.8675519849891438
mangal_5135,0.6026873398226011,0.6026870007426572,0.602687679832971,0.9823840238808549,0.982383380667873,0.982384655317153,0.8419759648393923,0.8419718031956167,0.8419801138127093
mangal_5136,0.6214585845582178,0.62145846208525,0.6214587057194394,0.9724489628156464,0.9724487496056924,0.9724491798531522,0.8192371845800501,0.8192361404981735,0.8192382203198313
mangal_5137,0.6166885687081958,0.6166882685345001,0.6166888702036225,0.965841875188766,0.9658411753778772,0.9658425913901637,0.7777328495032827,0.7777297940505571,0.777736027337555
mangal_5138,0.6232769726375768,0.6232767999541364,0.6232771394494219,0.9671515706156686,0.9671512058086793,0.967151941574114,0.7922858701911913,0.7922842206267495,0.7922875266337603
mangal_5139,0.6093305639576118,0.6093303992734677,0.6093307299537976,0.963442843116122,0.9634425258180276,0.963443153132046,0.8043287840721522,0.8043267814410096,0.8043307443602914
mangal_5140,0.6333016834388491,0.6333015571948172,0.6333018094586934,0.9722514400460754,0.9722512241080504,0.9722516520779587,0.8039690163126852,0.8039680604234717,0.8039699726065463
mangal_5143,0.570401909718406,0.5704013026063645,0.5704025080475865,0.9790092183203685,0.9790082478503107,0.9790102071668869,0.8511002968691709,0.8510845556824994,0.8511159047472984
mangal_5156,0.6094952244756996,0.6094950708066895,0.6094953746578468,0.9879090239966393,0.9879087940493899,0.9879092574916916,0.8739251553126337,0.8739235451267098,0.8739267524617451
mangal_5160,0.5921999625796883,0.5921990806493371,0.5922008609806698,0.9848752320213296,0.9848729314476615,0.9848775992405131,0.8403436722848068,0.8403261925911987,0.8403616684416183
mangal_5162,0.608644232135747,0.6086439225680154,0.6086445419751003,0.9795732444155797,0.9795725408022208,0.9795739316153441,0.8331070911369796,0.8331023069601082,0.8331117506311723
mangal_5165,0.5885481940832983,0.5885480081734392,0.5885483792598671,0.972789034622668,0.9727885815999326,0.9727894930371487,0.8271404182647559,0.8271370262734821,0.8271438424107533
mangal_5166,0.6109990511162273,0.6109989520244548,0.6109991506854353,0.9606457189181166,0.9606455060175002,0.9606459302038087,0.8055245261561618,0.8055233625127914,0.8055256731266393
mangal_5170,0.6296798332374228,0.6296794545286369,0.6296802172492715,0.9595852741540135,0.9595848544532839,0.9595856895138888,0.8470170400453608,0.8470141173655152,0.8470200063330908
mangal_5186,0.6290885224995895,0.6290883309929405,0.629088713276413,0.9667104669810224,0.9667102231802531,0.9667107136798287,0.8413708986207417,0.8413692868411504,0.8413724867060699
mangal_5201,0.6316757947420354,0.631675724786484,0.6316758663375619,0.9628854246984843,0.9628853021504455,0.9628855474595718,0.8217961800628178,0.8217955725878908,0.8217967721337475
