node_id,taxonomy_name,taxonomy_rank,kingdom
mangal_node_5375,Sideroxylon cinereum,species,Plantae
mangal_node_5376,Geniostoma rupestre,species,Plantae
mangal_node_5377,Croton fothergillifolius,species,Plantae
mangal_node_5378,Aphloia theiformis,species,Plantae
mangal_node_5379,Psiadia terebinthina,species,Plantae
mangal_node_5380,Toddalia asiatica,species,Plantae
mangal_node_5381,Claoxylon linostachys,species,Plantae
mangal_node_5382,Erythroxylum macrocarpum,species,Plantae
mangal_node_5383,Antirhea borbonica,species,Plantae
mangal_node_5384,Roussea simplex,species,Plantae
mangal_node_5385,Phorinia,genus,Animalia
mangal_node_5386,Allograpta nasuta,species,Animalia
mangal_node_5387,Polistes hebraeus,NA,Animalia
mangal_node_5388,Psilopa iceryae,species,Animalia
mangal_node_5389,Allograpta,genus,Animalia
mangal_node_5390,Melanagromyza sojae,species,Animalia
mangal_node_5391,Sarcophaga arno,species,Animalia
mangal_node_5392,Acopsis viridicans,species,Animalia
mangal_node_5393,Atherigona,genus,Animalia
mangal_node_5394,Homoneura,genus,Animalia
mangal_node_5395,Paragus borbonicus,species,Animalia
mangal_node_5396,Sepsis lateralis,species,Animalia
mangal_node_5397,Dodonaea viscosa,species,Plantae
mangal_node_5398,Lygaeidae,family,Animalia
mangal_node_5399,Graphomya maculata,species,Animalia
mangal_node_5400,Villa unifasciata,species,Animalia
mangal_node_5401,Dioxyna sororcula,species,Animalia
mangal_node_5402,Phelsuma cepediana,species,Animalia
mangal_node_5403,Cheloninae,NA,Animalia
mangal_node_5404,Hyadina,genus,Animalia
mangal_node_5405,Mauritiobrium undulatum,species,Animalia
mangal_node_5406,Parnara naso,species,Animalia
mangal_node_5407,Pterophoridae,family,Animalia
mangal_node_5408,Chassalia coriacea,species,Plantae
mangal_node_5409,Bertiera zaluzania,species,Plantae
mangal_node_5410,Stillingia lineata,species,Plantae
mangal_node_5411,Melanostoma bituberculatum,species,Animalia
mangal_node_5412,Cephonodes trochilus,species,Animalia
mangal_node_5413,Lecithoceridae,family,Animalia
mangal_node_5414,Syritta,genus,Animalia
mangal_node_5416,Hydrillodes,genus,Animalia
mangal_node_5417,Macroglossum milvus,species,Animalia
mangal_node_5420,Trichoplusia indicator,species,Animalia
mangal_node_5422,Dracaena reflexa,species,Plantae
mangal_node_5423,Antidesma madagascariense,species,Plantae
mangal_node_5424,Agarista salicifolia,species,Plantae
mangal_node_5425,Flagellaria indica,species,Plantae
mangal_node_5426,Coffea mauritiana,species,Plantae
mangal_node_5427,Polyscias mauritiana,species,Plantae
mangal_node_5428,Pandanus wiehei,species,Plantae
mangal_node_5429,Ahasverus advena,species,Animalia
mangal_node_5430,Pheidole megacephala,species,Animalia
mangal_node_5431,Bactrocera cucurbitae,species,Animalia
mangal_node_5432,Condica capensis,NA,Animalia
mangal_node_5433,Eumolpinae,NA,Animalia
mangal_node_5434,Limoniidae,family,Animalia
mangal_node_5435,Mythimna,genus,Animalia
mangal_node_5436,Zaprionus vittiger,species,Animalia
mangal_node_5437,Sideroxylon puberulum,species,Plantae
mangal_node_5438,Grangeria borbonica,species,Plantae
mangal_node_5439,Eugenia kanakana,species,Plantae
mangal_node_5440,Pittosporum senacia,species,Plantae
mangal_node_5441,Coffea macrocarpa,species,Plantae
mangal_node_5442,Chassalia petrinensis,species,Plantae
mangal_node_5443,Hancea integrifolia,species,Plantae
mangal_node_5444,Faujasiopsis flexuosa,species,Plantae
mangal_node_5445,Doratoxylon apetalum,species,Plantae
mangal_node_5446,Phyllanthus phillyreifolius,species,Plantae
mangal_node_5447,Erythrospermum monticolum,species,Plantae
mangal_node_5448,Mimusops erythroxylon,species,Plantae
mangal_node_5449,Ochna mauritiana,species,Plantae
mangal_node_5450,Olea lancea,species,Plantae
mangal_node_5451,Mordellidae,family,Animalia
mangal_node_5452,Gelechioidea,superfamily,Animalia
mangal_node_5453,Scopariinae,NA,Animalia
mangal_node_5454,Achaea finita,NA,Animalia
mangal_node_5455,Campopleginae,NA,Animalia
mangal_node_5456,Foudia madagascariensis,species,Animalia
mangal_node_5457,Hippotion eson,species,Animalia
mangal_node_5458,Limonia,genus,Animalia
mangal_node_5459,Peribaea,genus,Animalia
mangal_node_5460,Pycnonotus jocosus,species,Animalia
mangal_node_5461,Spodoptera littoralis,species,Animalia
mangal_node_5462,Gaertnera rotundifolia,species,Plantae
mangal_node_5463,Warneckea trinervis,species,Plantae
mangal_node_5464,Badula platyphylla,species,Plantae
mangal_node_5465,Helichrysum yuccifolium,species,Plantae
mangal_node_5466,Ocotea laevigata,species,Plantae
mangal_node_5467,Lauxania,genus,Animalia
mangal_node_5468,Phalanta phalantha,species,Animalia
mangal_node_5469,Labourdonnaisia calophylloides,species,Plantae
mangal_node_5470,Bakerella hoyifolia,species,Plantae
mangal_node_5471,Gaertnera,genus,Plantae
mangal_node_5472,Eugenia orbiculata,species,Plantae
mangal_node_5473,Smilax anceps,species,Plantae
mangal_node_5474,Pandanus barkleyi,species,Plantae
mangal_node_5475,Pyrostria fasciculata,species,Plantae
mangal_node_5476,Gaertnera edentata,species,Plantae
mangal_node_5477,Nogodinidae,family,Animalia
mangal_node_5478,Sarrothripinae,NA,Animalia
mangal_node_5479,Diospyros revaughanii,species,Plantae
mangal_node_5480,Tabernaemontana persicariifolia,species,Plantae
mangal_node_5481,Turraea rigida,species,Plantae
mangal_node_5482,Syzygium coriaceum,species,Plantae
mangal_node_5483,Scolia,genus,Animalia
mangal_node_5484,Casearia coriacea,species,Plantae
mangal_node_5485,Calophyllum eputamen,species,Plantae
mangal_node_5486,Xylopia lamarckii,species,Plantae
mangal_node_5487,Embelia angustifolia,species,Plantae
mangal_node_5488,Memecylon ovatifolium,species,Plantae
mangal_node_5489,Trirhithrum,genus,Animalia
mangal_node_5490,Conocephalus,genus,Animalia
mangal_node_5491,Syzygium petrinense,species,Plantae
mangal_node_5492,Syzygium commersonii,species,Plantae
mangal_node_5493,Xyris,genus,Plantae
mangal_node_5494,Thelairodrino,genus,Animalia
mangal_node_5495,Syzygium mauritianum,species,Plantae
mangal_node_5496,Badula insularis,species,Plantae
mangal_node_5497,Pandanus rigidifolius,species,Plantae
mangal_node_5498,Syzygium glomeratum,species,Plantae
mangal_node_5499,Pleurostylia leucocarpa,species,Plantae
mangal_node_5500,Trochetia blackburniana,species,Plantae
mangal_node_5501,Hydrotaea fuliginosa,species,Animalia
mangal_node_5502,Cixiidae,family,Animalia
mangal_node_5503,Homalanthus populifolius,species,Plantae
mangal_node_5506,Agathidinae,NA,Animalia
mangal_node_5507,Ixora parviflora,species,Plantae
mangal_node_5508,Catopsilia florella,species,Animalia
mangal_node_5509,Cryptocephalinae,NA,Animalia
mangal_node_5510,Nitidulidae,family,Animalia
mangal_node_5511,Harungana madagascariensis,species,Plantae
mangal_node_5512,Wikstroemia indica,species,Plantae
mangal_node_5513,Psychotria terniflora,species,Plantae
mangal_node_5514,Thysanoplusia orichalcea,species,Animalia
mangal_node_5515,Croton grangerioides,species,Plantae
mangal_node_5516,Molinaea macrantha,species,Plantae
mangal_node_5517,Musca confiscata,species,Animalia
mangal_node_5518,Rubus alceifolius,species,Plantae
mangal_node_5519,Lasioglossum mahense,species,Animalia
mangal_node_5520,Scaptodrosophila,genus,Animalia
mangal_node_5521,Xylocopa caffra,species,Animalia
mangal_node_5522,Geron seychellarum,species,Animalia
mangal_node_5523,Phelsuma,genus,Animalia
mangal_node_5525,Nephrosperma vanhoutteanum,NA,Plantae
mangal_node_5526,Mimusops sechellarum,species,Plantae
mangal_node_5527,Soulamea terminalioides,species,Plantae
mangal_node_5528,Parasarcophaga hirtipes,NA,Animalia
mangal_node_5530,Cinnyris dussumieri,species,Animalia
mangal_node_5531,Hemipyrellia germana,species,Animalia
mangal_node_5532,Simosyrphus aegyptius,NA,Animalia
mangal_node_5533,Medusagyne oppositifolia,species,Plantae
mangal_node_5534,Erythroxylum sechellarum,species,Plantae
mangal_node_5535,Megachile seychellensis,species,Animalia
mangal_node_5536,Hemipyrellia,genus,Animalia
mangal_node_5537,Plagiostenopterina cyanosoma,species,Animalia
mangal_node_5538,Physiphora azurea,species,Animalia
mangal_node_5539,Cinnamomum verum,species,Plantae
mangal_node_5541,Neophyllomyza approximatonervis,species,Animalia
mangal_node_5542,Trachylepis sechellensis,species,Animalia
mangal_node_5543,Phoenicophorium borsigianum,species,Plantae
mangal_node_5544,Psychotria pervillei,species,Plantae
mangal_node_5545,Syzygium wrightii,species,Plantae
mangal_node_5546,Rhynchium brunneum,species,Animalia
mangal_node_5547,Deckenia nobilis,species,Plantae
mangal_node_5548,Diospyros boiviniana,species,Plantae
mangal_node_5549,Timonius flavescens,species,Plantae
mangal_node_5550,Ceratina tabescens,species,Animalia
mangal_node_5551,Dichaetomyia fasciculifera,species,Animalia
mangal_node_5552,Eagris sabadius,species,Animalia
mangal_node_5553,Premna serratifolia,species,Plantae
mangal_node_5556,Pachycerina seychellensis,species,Animalia
mangal_node_5557,Tricimba seychellensis,species,Animalia
mangal_node_5558,Alstonia macrophylla,species,Plantae
mangal_node_5560,Roscheria melanochaetes,species,Plantae
mangal_node_5561,Colea seychellarum,species,Plantae
mangal_node_5562,Excoecaria benthamiana,species,Plantae
mangal_node_5563,Craterispermum microdon,species,Plantae
mangal_node_5564,Campnosperma seychellarum,species,Plantae
mangal_node_5565,Fidena lingens,species,Animalia
mangal_node_5566,Glionnetia sericea,species,Plantae
mangal_node_5567,Polyscias crassa,species,Plantae
mangal_node_5568,Agrius convolvuli,species,Animalia
mangal_node_5570,Ochna kirkii,species,Plantae
mangal_node_5571,Paraserianthes falcataria,species,Plantae
mangal_node_5572,Euphorbia pyrifolia,species,Plantae
mangal_node_5574,Nepenthes pervillei,species,Plantae
mangal_node_5575,Forcipomyia litoraurea,species,Animalia
mangal_node_5576,Ixora pudica,species,Plantae
mangal_node_5577,Dillenia suffruticosa,species,Plantae
mangal_node_5730,Pectis tenuifolia,species,Plantae
mangal_node_5731,Chiococca alba,species,Plantae
mangal_node_5732,Varronia revoluta,species,Plantae
mangal_node_5733,Jasminocereus thouarsii,species,Plantae
mangal_node_5734,Lippia rosmarinifolia,species,Plantae
mangal_node_5735,Halmenus cuspidatus,species,Animalia
mangal_node_5736,Melangyna,genus,Animalia
mangal_node_5935,Deutzia crenata,species,Plantae
mangal_node_5936,Cirsium japonicum,species,Plantae
mangal_node_5937,Polygonum cuspidatum,NA,Plantae
mangal_node_5938,Lysimachia clethroides,species,Plantae
mangal_node_5939,Rhododendron kiusianum,species,Plantae
mangal_node_5940,Sophora flavescens,species,Plantae
mangal_node_5941,Hydrangea luteo-venosa,NA,Plantae
mangal_node_5942,Veronica rotunda,species,Plantae
mangal_node_5943,Vicia unijuga,species,Plantae
mangal_node_5947,Pieris japonica,species,Plantae
mangal_node_5948,Cirsium suffultum,species,Plantae
mangal_node_5949,Diabelia serrata,species,Plantae
mangal_node_5950,Lespedeza bicolor,species,Plantae
mangal_node_5951,Geranium shikokianum,species,Plantae
mangal_node_5952,Weigela japonica,species,Plantae
mangal_node_5953,Rubus parvifolius,species,Plantae
mangal_node_5954,Aster ageratoides,species,Plantae
mangal_node_5955,Cornus kousa,species,Plantae
mangal_node_5956,Ligularia japonica,species,Plantae
mangal_node_5957,Viburnum dilatatum,species,Plantae
mangal_node_5958,Hemerocallis citrina,species,Plantae
mangal_node_5959,Spiraea japonica,species,Plantae
mangal_node_5960,Viburnum erosum,species,Plantae
mangal_node_5961,Ligularia fischeri,species,Plantae
mangal_node_5962,Saussurea gracilis,species,Plantae
mangal_node_5963,Valeriana officinalis,species,Plantae
mangal_node_5966,Echinops setifer,species,Plantae
mangal_node_5967,Allium thunbergii,species,Plantae
mangal_node_5968,Hydrangea serrata,species,Plantae
mangal_node_5969,Actaea japonica,species,Plantae
mangal_node_5970,Isodon inflexus,species,Plantae
mangal_node_5971,Heteropappus hispidus,species,Plantae
mangal_node_5972,Aster scaber,species,Plantae
mangal_node_5973,Solidago virgaurea,species,Plantae
mangal_node_5974,Lyonia ovalifolia,species,Plantae
mangal_node_5975,Styrax japonica,NA,Plantae
mangal_node_5976,Rubus phoenicolasius,species,Plantae
mangal_node_5977,Eupatorium chinense,species,Plantae
mangal_node_5978,Epimedium diphyllum,species,Plantae
mangal_node_5979,Hydrocotyle ramiflora,species,Plantae
mangal_node_5980,Paederia foetida,species,Plantae
mangal_node_5981,Polygala japonica,species,Plantae
mangal_node_5982,Salix sieboldiana,species,Plantae
mangal_node_5983,Viola orientalis,species,Plantae
mangal_node_5984,Iris rossii,species,Plantae
mangal_node_5985,Inula japonica,species,Plantae
mangal_node_5986,Inula salicina,species,Plantae
mangal_node_5987,Castanea crenata,species,Plantae
mangal_node_5988,Prunus serrulata,species,Plantae
mangal_node_5989,Moehringia lateriflora,species,Plantae
mangal_node_5990,Clethra barbinervis,species,Plantae
mangal_node_5991,Patrinia scabiosaefolia,NA,Plantae
mangal_node_5992,Corydalis lineariloba,species,Plantae
mangal_node_5993,Salix vulpina,species,Plantae
mangal_node_5994,Lindera sericea,species,Plantae
mangal_node_5995,Dianthus superbus,species,Plantae
mangal_node_5996,Galium verum,species,Plantae
mangal_node_5997,Quercus dentata,species,Plantae
mangal_node_5998,Hypericum pseudopetiolatum,species,Plantae
mangal_node_5999,Asparagus schoberioides,species,Plantae
mangal_node_6000,Rhododendron reticulatum,species,Plantae
mangal_node_6001,Viola hondoensis,species,Plantae
mangal_node_6002,Chionographis japonica,species,Plantae
mangal_node_6003,Lilium leichtlinii,species,Plantae
mangal_node_6004,Cephalanthera falcata,species,Plantae
mangal_node_6005,Codonopsis lanceolata,species,Plantae
mangal_node_6006,Swertia japonica,species,Plantae
mangal_node_6007,Hydrangea hydrangeoides,species,Plantae
mangal_node_6008,Gentiana zollingeri,species,Plantae
mangal_node_6009,Dioscorea asclepiadea,species,Plantae
mangal_node_6010,Sanguisorba officinalis,species,Plantae
mangal_node_6011,Galium kinuta,species,Plantae
mangal_node_6012,Luzula capitata,species,Plantae
mangal_node_6013,Staphylea bumalda,species,Plantae
mangal_node_6014,Arisaema japonicum,species,Plantae
mangal_node_6017,Bombus ignitus,species,Animalia
mangal_node_6018,Oedemeronia lucidicollis,NA,Animalia
mangal_node_6019,Ceratina flavipes,species,Animalia
mangal_node_6020,Ceratina megastigmata,species,Animalia
mangal_node_6021,Nonarthra cyanea,NA,Animalia
mangal_node_6022,Eristalis cerealis,species,Animalia
mangal_node_6023,Stomorhina obsoleta,NA,Animalia
mangal_node_6024,Betasyrphus serarius,species,Animalia
mangal_node_6025,Campsomeris prismatica,NA,Animalia
mangal_node_6026,Fabriciana adippe,species,Animalia
mangal_node_6027,Hoplismenus,genus,Animalia
mangal_node_6028,Oxycetonia jucunda,NA,Animalia
mangal_node_6029,Parnara guttata,NA,Animalia
mangal_node_6030,Ammophila sabulosa,species,Animalia
mangal_node_6031,Andrena mikado,species,Animalia
mangal_node_6032,Andrena watasei,species,Animalia
mangal_node_6033,Camponotus japonicus,species,Animalia
mangal_node_6034,Helophilus virgatus,NA,Animalia
mangal_node_6035,Sphaerophoria macrogaster,species,Animalia
mangal_node_6036,Andrena dentata,species,Animalia
mangal_node_6037,Andrena knuthi,species,Animalia
mangal_node_6038,Andrena komachi,species,Animalia
mangal_node_6039,Bibio,genus,Animalia
mangal_node_6040,Euthyneura,genus,Animalia
mangal_node_6041,Ochlodes ochraceus,NA,Animalia
mangal_node_6042,Paragus jozanus,species,Animalia
mangal_node_6043,Platycheirus urakawensis,species,Animalia
mangal_node_6044,Prosena,genus,Animalia
mangal_node_6045,Andrena kaguya,species,Animalia
mangal_node_6046,Andrena minutula,species,Animalia
mangal_node_6048,Apis cerana,species,Animalia
mangal_node_6049,Dactylispa nigripennis,species,Animalia
mangal_node_6050,Dalopius tamui,NA,Animalia
mangal_node_6051,Fabriciana nerippe,species,Animalia
mangal_node_6052,Formica japonica,species,Animalia
mangal_node_6053,Himatium,genus,Animalia
mangal_node_6054,Lasioglossum sibiriacum,species,Animalia
mangal_node_6055,Manobidia nipponica,NA,Animalia
mangal_node_6056,Megacampsomeris grossa,NA,Animalia
mangal_node_6057,Megachile tsurugensis,species,Animalia
mangal_node_6058,Meligethes,genus,Animalia
mangal_node_6059,Myrmica,genus,Animalia
mangal_node_6060,Panorpa trizonata,species,Animalia
mangal_node_6061,Paragus quadrifasciatus,species,Animalia
mangal_node_6062,Pidonia puziloi,species,Animalia
mangal_node_6063,Pieris melete,species,Animalia
mangal_node_6064,Platycheirus clypeatus,species,Animalia
mangal_node_6065,Polytremis pellucida,species,Animalia
mangal_node_6066,Popillia japonica,species,Animalia
mangal_node_6067,Prothemus ciusianus,NA,Animalia
mangal_node_6068,Eupeodes lapponicus,species,Animalia
mangal_node_6069,Urophora sachalinensis,species,Animalia
mangal_node_6070,Calliphora grahami,species,Animalia
mangal_node_6071,Allobaccha apicalis,species,Animalia
mangal_node_6072,Allobaccha,genus,Animalia
mangal_node_6073,Ampelophaga rubiginosa,species,Animalia
mangal_node_6074,Anaspis,genus,Animalia
mangal_node_6075,Andrena benefica,species,Animalia
mangal_node_6076,Andrena halictoides,species,Animalia
mangal_node_6077,Andrena hikosana,species,Animalia
mangal_node_6078,Andrena okabei,species,Animalia
mangal_node_6079,Andrena prostomias,species,Animalia
mangal_node_6080,Anechura japonica,species,Animalia
mangal_node_6081,Anomala octiescostata,species,Animalia
mangal_node_6082,Apoderus erythrogaster,species,Animalia
mangal_node_6083,Argyronome ruslana,species,Animalia
mangal_node_6084,Athousius,NA,Animalia
mangal_node_6085,Baccha maculata,species,Animalia
mangal_node_6086,Balataea gracilis,species,Animalia
mangal_node_6087,Bibio aneuretus,species,Animalia
mangal_node_6088,Bibio simulans,species,Animalia
mangal_node_6089,Campiglossa hirayamae,species,Animalia
mangal_node_6090,Campsomeriella annulata,NA,Animalia
mangal_node_6091,Ceratina iwatai,species,Animalia
mangal_node_6092,Chrysomela vigintipunctata,NA,Animalia
mangal_node_6093,Colletes perforator,species,Animalia
mangal_node_6094,Copromyza,genus,Animalia
mangal_node_6095,Dideoides coquilletti,species,Animalia
mangal_node_6096,Dinoptera minuta,species,Animalia
mangal_node_6097,Ectinohoplia obducta,species,Animalia
mangal_node_6098,Eupeodes aino,species,Animalia
mangal_node_6099,Cetonia pilifera,species,Animalia
mangal_node_6100,Eumea,genus,Animalia
mangal_node_6101,Eumerus,genus,Animalia
mangal_node_6102,Eurychaeta,genus,Animalia
mangal_node_6103,Exosoma flaviventre,NA,Animalia
mangal_node_6104,Fischeria,genus,Animalia
mangal_node_6105,Coptotermes gambrinus,species,Animalia
mangal_node_6106,Ichneumon,genus,Animalia
mangal_node_6107,Ivela auripes,species,Animalia
mangal_node_6108,Lasioglossum baleicum,species,Animalia
mangal_node_6109,Lasioglossum occidens,species,Animalia
mangal_node_6110,Linnaemya,genus,Animalia
mangal_node_6111,Liriomyza,genus,Animalia
mangal_node_6112,Macroglossum bombylans,species,Animalia
mangal_node_6113,Macroglossum,genus,Animalia
mangal_node_6114,Macrolagria robusticeps,NA,Animalia
mangal_node_6115,Phengaris teleius,NA,Animalia
mangal_node_6116,Megachile japonica,species,Animalia
mangal_node_6117,Megachile remota,species,Animalia
mangal_node_6118,Meigenia,genus,Animalia
mangal_node_6119,Minois dryas,NA,Animalia
mangal_node_6120,Neoitamus angusticornis,species,Animalia
mangal_node_6121,Nemophora umbripennis,species,Animalia
mangal_node_6122,Neope niphonica,NA,Animalia
mangal_node_6123,Neptis sappho,species,Animalia
mangal_node_6124,Nomada asozuana,species,Animalia
mangal_node_6125,Nomada japonica,species,Animalia
mangal_node_6127,Papilio bianor,species,Animalia
mangal_node_6128,Phebellia,genus,Animalia
mangal_node_6129,Phyllopertha diversa,species,Animalia
mangal_node_6130,Phytobius,genus,Animalia
mangal_node_6131,Pipunculus,genus,Animalia
mangal_node_6132,Prosena siberita,species,Animalia
mangal_node_6133,Protichneumon,genus,Animalia
mangal_node_6134,Ravinia,genus,Animalia
mangal_node_6135,Rhinoncomimus,genus,Animalia
mangal_node_6136,Rhogogaster,NA,Animalia
mangal_node_6137,Scirpophaga,genus,Animalia
mangal_node_6138,Sisyropa,genus,Animalia
mangal_node_6139,Sympetrum depressiusculum,species,Animalia
mangal_node_6140,Tachina,genus,Animalia
mangal_node_6141,Tapinoma,genus,Animalia
mangal_node_6142,Thoressa varia,species,Animalia
mangal_node_6143,Trachys saundersi,species,Animalia
mangal_node_6144,Trypherus niponicus,NA,Animalia
mangal_node_6145,Vespa tropica,species,Animalia
mangal_node_6146,Vibidia duodecimguttata,NA,Animalia
mangal_node_6147,Volucella jeddona,species,Animalia
mangal_node_6148,Vuilletus viridis,NA,Animalia
mangal_node_6149,Zodion,genus,Animalia
mangal_node_7204,Androsace septentrionalis,NA,Plantae
mangal_node_7229,Anthidium emarginatum,NA,Animalia
mangal_node_7241,Sericomyia flagrans,NA,Animalia
mangal_node_7242,Galium boreale,NA,Plantae
mangal_node_7252,Lomatium dissectum,NA,Plantae
mangal_node_7254,Ranunculus inamoenus,NA,Plantae
mangal_node_7255,Mahonia repens,NA,Plantae
mangal_node_7258,Chrysis coerulans,NA,Animalia
mangal_node_7265,Fragaria virginiana,NA,Plantae
mangal_node_7271,Castilleja septentrionalis,NA,Plantae
mangal_node_7275,Bombus balteatus,NA,Animalia
mangal_node_7276,Sphex,NA,Animalia
mangal_node_7277,Colias alexandra,NA,Animalia
mangal_node_7278,Gentiana parryi,NA,Plantae
mangal_node_7279,Amelanchier pumila,NA,Plantae
mangal_node_7280,Platycheirus kelloggi,NA,Animalia
mangal_node_7281,Halictus virgatellus,NA,Animalia
mangal_node_7282,Phormia,NA,Animalia
mangal_node_7284,Coenonympha ochracea,NA,Animalia
mangal_node_7285,Megachile frigida,NA,Animalia
mangal_node_7286,Phacelia heterophylla,NA,Plantae
mangal_node_7287,Lycaena cupreus,NA,Animalia
mangal_node_7288,Osmia tristella,NA,Animalia
mangal_node_7289,Bombus mixtus,NA,Animalia
mangal_node_7290,Melissodes confusus,NA,Animalia
mangal_node_7291,Colletes nigrifrons,NA,Animalia
mangal_node_7292,Linum lewisii,NA,Plantae
mangal_node_7293,Polygonia zephyrus,NA,Animalia
